GEOIDFQ,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,"Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
1500000US271450111011,Block Group 1; Census Tract 111.01; Stearns County; Minnesota,258,40,3,4,11,11,8,8,5,7,5,5,11,13,0,10,31,18,11,9,4,5,47,29,46,19,29,19,5,5,23,13,19,15
1500000US271450111012,Block Group 2; Census Tract 111.01; Stearns County; Minnesota,470,111,2,4,3,4,6,6,9,9,2,4,0,10,16,8,8,11,16,18,18,16,50,24,55,18,108,48,32,19,49,18,96,88
1500000US271450111013,Block Group 3; Census Tract 111.01; Stearns County; Minnesota,458,54,16,12,3,4,7,7,8,11,19,10,5,7,4,5,12,9,8,7,33,20,32,11,65,23,41,21,76,24,83,23,46,16
1500000US271450111021,Block Group 1; Census Tract 111.02; Stearns County; Minnesota,734,95,17,13,22,16,18,10,43,31,34,39,43,25,9,8,26,13,17,12,45,17,83,29,63,16,121,34,103,59,73,22,17,9
1500000US271450111022,Block Group 2; Census Tract 111.02; Stearns County; Minnesota,641,72,17,8,32,18,26,15,15,9,26,16,13,10,26,29,8,7,12,6,47,16,33,19,111,30,90,24,83,26,44,21,58,19
1500000US271450112011,Block Group 1; Census Tract 112.01; Stearns County; Minnesota,346,64,8,6,2,3,16,21,2,3,12,8,12,9,6,5,9,7,10,8,16,15,28,19,54,22,28,14,51,20,22,11,70,47
1500000US271450112012,Block Group 2; Census Tract 112.01; Stearns County; Minnesota,568,80,8,7,20,12,3,6,17,18,17,12,10,8,12,9,16,13,10,9,32,18,54,23,83,27,88,39,44,21,89,45,65,27
1500000US271450112013,Block Group 3; Census Tract 112.01; Stearns County; Minnesota,312,41,20,12,11,11,17,12,2,3,13,11,10,7,9,7,20,25,11,8,19,12,37,15,37,20,33,13,34,15,21,13,18,8
1500000US271450112021,Block Group 1; Census Tract 112.02; Stearns County; Minnesota,575,70,8,10,22,27,0,10,20,10,27,20,21,17,8,7,26,14,9,8,48,22,77,35,85,30,44,18,39,19,74,40,67,22
1500000US271450112022,Block Group 2; Census Tract 112.02; Stearns County; Minnesota,632,69,13,10,42,41,7,7,4,5,8,8,12,9,9,7,11,7,13,9,22,12,38,20,101,32,93,26,96,28,96,42,67,22
1500000US271450113021,Block Group 1; Census Tract 113.02; Stearns County; Minnesota,599,130,25,29,0,10,16,14,2,5,37,40,8,9,22,30,4,8,10,12,33,31,68,46,92,70,48,38,59,44,64,36,111,47
1500000US271450113022,Block Group 2; Census Tract 113.02; Stearns County; Minnesota,1243,196,42,43,31,35,75,77,51,59,23,29,17,27,31,27,87,107,22,28,171,102,78,66,202,122,251,134,100,69,57,37,5,8
1500000US271450113023,Block Group 3; Census Tract 113.02; Stearns County; Minnesota,706,146,11,17,15,26,18,29,30,28,0,10,40,42,28,28,36,44,0,10,87,55,39,39,72,52,63,48,69,71,44,49,154,116
1500000US271450113024,Block Group 4; Census Tract 113.02; Stearns County; Minnesota,396,96,3,6,6,10,0,10,22,20,18,27,6,9,8,10,4,7,0,10,27,42,45,41,44,24,77,41,16,13,109,78,11,12
1500000US271450113051,Block Group 1; Census Tract 113.05; Stearns County; Minnesota,663,62,21,12,9,14,11,12,22,14,0,10,23,14,23,21,15,11,12,12,37,23,78,27,80,25,56,14,41,18,104,40,131,42
1500000US271450113052,Block Group 2; Census Tract 113.05; Stearns County; Minnesota,133,24,0,10,4,5,4,5,3,4,2,4,3,4,3,4,2,3,5,6,8,10,11,10,11,7,12,8,11,7,29,17,25,13
1500000US271450113061,Block Group 1; Census Tract 113.06; Stearns County; Minnesota,509,93,16,11,0,10,3,6,0,10,3,5,3,4,0,10,8,10,16,13,20,15,62,40,68,30,44,24,34,20,135,74,97,37
1500000US271450113062,Block Group 2; Census Tract 113.06; Stearns County; Minnesota,504,84,4,4,17,27,0,10,19,20,17,23,10,13,18,25,8,11,25,25,50,31,22,20,82,40,94,44,24,13,86,40,28,18
1500000US271450113071,Block Group 1; Census Tract 113.07; Stearns County; Minnesota,231,92,29,41,4,7,0,10,48,50,6,10,0,10,0,10,19,18,9,11,11,13,30,33,4,6,4,7,22,22,27,36,18,22
1500000US271450113081,Block Group 1; Census Tract 113.08; Stearns County; Minnesota,267,111,23,33,0,10,0,10,0,10,17,28,0,10,0,10,9,15,0,10,65,78,0,10,153,88,0,10,0,10,0,10,0,10
1500000US271450113082,Block Group 2; Census Tract 113.08; Stearns County; Minnesota,1009,208,46,46,14,23,26,34,20,30,7,8,27,41,43,67,58,62,130,137,72,52,64,65,233,141,24,39,80,73,61,63,104,109
1500000US271450113083,Block Group 3; Census Tract 113.08; Stearns County; Minnesota,1106,243,80,58,59,48,48,44,39,44,63,64,0,10,12,22,15,25,16,26,99,102,73,61,158,105,155,96,48,41,178,136,63,50
1500000US271450114001,Block Group 1; Census Tract 114; Stearns County; Minnesota,708,112,0,10,0,10,6,11,0,10,12,19,0,10,15,17,0,10,0,10,15,21,46,36,55,38,60,39,52,49,159,86,288,120
1500000US271450114002,Block Group 2; Census Tract 114; Stearns County; Minnesota,753,158,0,10,0,10,0,10,63,51,43,52,0,10,0,10,59,72,72,88,23,31,149,80,130,74,67,41,53,55,10,15,84,89
1500000US271450114003,Block Group 3; Census Tract 114; Stearns County; Minnesota,344,174,0,10,0,10,13,21,0,10,0,10,0,10,94,146,0,10,0,10,6,11,70,61,34,27,74,42,0,10,15,24,38,35
1500000US271450115001,Block Group 1; Census Tract 115; Stearns County; Minnesota,457,76,10,11,4,7,3,4,10,8,7,6,4,4,26,16,13,10,24,26,35,17,35,21,71,29,60,41,35,15,75,41,45,22
1500000US271450115002,Block Group 2; Census Tract 115; Stearns County; Minnesota,575,117,33,34,57,45,0,10,0,10,26,34,39,36,8,9,5,8,58,63,39,38,18,15,92,56,39,24,28,25,97,62,36,39
1500000US271450115003,Block Group 3; Census Tract 115; Stearns County; Minnesota,661,191,130,127,19,29,90,102,4,6,3,5,26,42,4,6,17,26,3,6,37,40,100,86,29,34,38,33,31,33,8,9,122,105
1500000US271450115004,Block Group 4; Census Tract 115; Stearns County; Minnesota,293,101,17,26,0,10,19,30,17,27,43,39,16,26,0,10,33,49,0,10,0,10,20,30,20,28,13,11,17,25,15,23,63,89
1500000US271450115005,Block Group 5; Census Tract 115; Stearns County; Minnesota,336,117,15,23,0,10,0,10,27,38,0,10,0,10,18,27,0,10,0,10,0,10,134,122,29,24,51,78,49,45,0,10,13,21
1500000US271450115006,Block Group 6; Census Tract 115; Stearns County; Minnesota,503,124,56,65,17,25,40,44,0,10,11,18,81,82,0,10,37,58,28,32,56,48,43,51,37,39,21,24,14,23,14,21,48,71
1500000US271450116001,Block Group 1; Census Tract 116; Stearns County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US271450116002,Block Group 2; Census Tract 116; Stearns County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US271450116003,Block Group 3; Census Tract 116; Stearns County; Minnesota,465,123,50,47,20,14,102,114,28,12,28,34,26,31,17,21,52,40,19,20,0,10,33,21,47,28,6,7,12,15,3,5,22,17
1500000US271479601001,Block Group 1; Census Tract 9601; Steele County; Minnesota,696,96,25,22,3,6,8,6,7,7,14,10,8,5,10,9,8,9,12,7,68,46,39,19,62,24,81,21,55,30,89,35,207,67
1500000US271479601002,Block Group 2; Census Tract 9601; Steele County; Minnesota,770,76,29,22,30,21,4,5,25,15,21,12,4,5,8,6,27,17,13,9,48,21,125,48,143,39,93,25,57,25,82,24,61,23
1500000US271479601003,Block Group 3; Census Tract 9601; Steele County; Minnesota,320,45,2,3,6,7,1,2,14,11,2,6,8,7,8,6,4,6,10,11,12,7,40,22,48,20,25,11,29,13,53,24,58,20
1500000US271479602001,Block Group 1; Census Tract 9602; Steele County; Minnesota,643,189,22,34,42,61,33,43,15,26,28,34,99,125,0,10,35,39,13,22,44,54,21,31,95,57,43,37,52,48,31,32,70,74
1500000US271479602002,Block Group 2; Census Tract 9602; Steele County; Minnesota,531,116,36,46,0,10,17,26,21,33,21,31,29,47,33,40,0,10,28,33,35,38,38,48,58,47,20,31,34,51,70,85,91,71
1500000US271479602003,Block Group 3; Census Tract 9602; Steele County; Minnesota,689,133,2,4,0,10,20,23,2,4,3,6,0,10,14,24,17,27,8,14,30,45,68,63,86,59,48,46,110,69,140,96,141,82
1500000US271479602004,Block Group 4; Census Tract 9602; Steele County; Minnesota,617,149,16,23,6,13,17,26,0,10,48,55,18,28,0,10,0,10,9,16,2,3,24,25,42,47,119,96,32,37,239,128,45,45
1500000US271479603001,Block Group 1; Census Tract 9603; Steele County; Minnesota,535,123,0,10,45,64,15,25,19,31,16,24,11,19,0,10,79,67,13,23,17,27,60,48,69,56,73,61,69,64,31,35,18,29
1500000US271479603002,Block Group 2; Census Tract 9603; Steele County; Minnesota,530,130,0,10,0,10,0,10,15,24,44,47,0,10,116,112,61,49,54,50,16,27,44,43,138,86,28,25,0,10,0,10,14,23
1500000US271479603003,Block Group 3; Census Tract 9603; Steele County; Minnesota,370,141,41,47,12,21,0,10,17,26,12,21,92,110,15,25,14,22,0,10,101,90,0,10,38,36,15,26,13,21,0,10,0,10
1500000US271479603004,Block Group 4; Census Tract 9603; Steele County; Minnesota,283,91,0,10,0,10,1,3,12,20,0,10,1,2,0,10,0,10,0,10,20,31,0,10,54,37,94,62,71,52,0,10,30,35
1500000US271479603005,Block Group 5; Census Tract 9603; Steele County; Minnesota,848,195,2,4,0,10,0,10,0,10,9,14,0,10,32,37,48,71,0,10,16,25,20,31,87,64,250,144,155,111,185,114,44,45
1500000US271479604001,Block Group 1; Census Tract 9604; Steele County; Minnesota,655,180,0,10,86,71,10,16,17,28,22,36,0,10,162,111,104,104,18,30,101,93,17,22,72,57,31,41,15,23,0,10,0,10
1500000US271479604002,Block Group 2; Census Tract 9604; Steele County; Minnesota,597,146,107,93,30,43,0,10,0,10,33,36,48,69,0,10,34,58,0,10,71,59,58,63,168,92,15,22,21,30,12,20,0,10
1500000US271479604003,Block Group 3; Census Tract 9604; Steele County; Minnesota,765,144,0,10,62,59,0,10,12,19,44,52,60,81,73,59,18,30,0,10,42,41,65,50,136,76,89,65,80,71,28,30,56,66
1500000US271479605001,Block Group 1; Census Tract 9605; Steele County; Minnesota,279,36,3,4,4,3,2,3,1,4,4,4,4,4,5,5,15,7,12,7,10,7,13,9,78,29,23,12,33,13,47,14,25,14
1500000US271479605002,Block Group 2; Census Tract 9605; Steele County; Minnesota,711,57,11,7,15,8,16,13,4,4,14,10,21,25,22,17,19,10,17,8,47,15,50,24,86,18,127,36,70,22,117,29,75,25
1500000US271479606001,Block Group 1; Census Tract 9606; Steele County; Minnesota,879,126,52,40,77,56,38,37,137,78,52,43,24,27,31,32,19,23,13,21,71,72,100,55,87,57,34,31,35,35,73,62,36,35
1500000US271479606002,Block Group 2; Census Tract 9606; Steele County; Minnesota,328,113,21,35,0,10,26,36,0,10,30,28,9,14,46,48,0,10,8,13,25,36,15,18,7,11,34,27,14,17,22,25,71,73
1500000US271479606003,Block Group 3; Census Tract 9606; Steele County; Minnesota,471,117,0,10,7,12,13,21,0,10,15,19,16,25,23,38,69,43,31,37,11,19,48,37,59,34,91,74,33,32,55,46,0,10
1500000US271479607001,Block Group 1; Census Tract 9607; Steele County; Minnesota,544,111,19,30,0,10,0,10,36,44,0,10,0,10,0,10,0,10,0,10,10,15,64,48,60,48,158,107,157,88,40,45,0,10
1500000US271479607002,Block Group 2; Census Tract 9607; Steele County; Minnesota,407,163,0,10,22,34,0,10,25,41,29,47,0,10,0,10,15,26,0,10,11,19,18,31,119,135,69,49,62,61,37,45,0,10
1500000US271479607003,Block Group 3; Census Tract 9607; Steele County; Minnesota,579,122,18,29,0,10,31,36,20,32,32,38,12,21,0,10,86,78,0,10,0,10,35,42,91,59,12,20,113,96,117,92,12,22
1500000US271479607004,Block Group 4; Census Tract 9607; Steele County; Minnesota,590,129,0,10,0,10,0,10,0,10,36,41,23,36,20,33,46,50,0,10,39,39,55,55,14,20,116,90,115,81,80,73,46,50
1500000US271479608001,Block Group 1; Census Tract 9608; Steele County; Minnesota,407,97,3,5,8,7,36,39,0,10,3,6,11,12,50,36,20,12,19,17,14,23,123,75,33,21,17,11,20,17,17,12,33,29
1500000US271479608002,Block Group 2; Census Tract 9608; Steele County; Minnesota,265,33,5,6,10,10,5,6,2,3,3,3,1,2,3,4,7,9,4,6,19,13,27,15,29,14,47,15,28,14,45,15,30,11
1500000US271479608003,Block Group 3; Census Tract 9608; Steele County; Minnesota,425,65,8,7,11,10,2,3,0,10,15,10,22,24,13,10,14,9,12,8,26,31,48,21,60,26,80,36,39,17,55,27,20,14
1500000US271479608004,Block Group 4; Census Tract 9608; Steele County; Minnesota,404,79,12,11,49,30,24,26,24,30,5,7,15,13,6,7,12,9,4,6,55,39,38,26,35,18,38,23,21,16,40,27,26,16
1500000US271494801001,Block Group 1; Census Tract 4801; Stevens County; Minnesota,276,43,3,2,1,2,2,2,4,4,5,4,5,7,4,4,13,10,11,9,8,8,40,19,30,15,39,14,36,23,36,13,39,13
1500000US271494801002,Block Group 2; Census Tract 4801; Stevens County; Minnesota,280,47,26,28,2,3,6,6,5,4,15,14,6,6,3,3,22,15,20,15,9,6,38,18,46,20,46,16,13,8,17,7,6,4
1500000US271494801003,Block Group 3; Census Tract 4801; Stevens County; Minnesota,205,36,2,2,2,2,4,6,3,3,3,3,15,12,0,10,3,3,1,2,5,5,11,7,30,11,44,18,20,12,15,7,47,22
1500000US271494801004,Block Group 4; Census Tract 4801; Stevens County; Minnesota,273,46,37,34,2,4,3,3,10,7,13,7,18,16,15,9,12,9,18,14,16,8,9,5,31,10,28,11,19,11,27,13,15,8
1500000US271494802001,Block Group 1; Census Tract 4802; Stevens County; Minnesota,449,94,30,24,24,32,2,3,28,37,9,13,24,26,27,26,1,3,1,4,19,18,46,42,63,45,48,47,38,25,34,21,55,32
1500000US271494802002,Block Group 2; Census Tract 4802; Stevens County; Minnesota,564,100,72,56,53,44,0,10,14,16,46,36,0,10,21,20,0,10,0,10,37,28,74,48,66,42,50,32,19,18,51,30,61,54
1500000US271494802003,Block Group 3; Census Tract 4802; Stevens County; Minnesota,428,102,0,10,0,10,29,34,7,10,0,10,47,57,66,57,23,27,6,12,45,33,44,37,67,40,9,14,51,38,0,10,34,34
1500000US271494803001,Block Group 1; Census Tract 4803; Stevens County; Minnesota,313,51,4,6,5,7,9,10,0,10,0,10,0,10,7,8,3,3,15,14,21,11,45,36,42,18,39,18,31,17,33,20,59,23
1500000US271494803002,Block Group 2; Census Tract 4803; Stevens County; Minnesota,430,84,0,10,65,30,22,29,26,27,47,45,12,17,0,10,14,18,32,24,0,10,24,19,56,36,28,20,30,33,51,41,23,32
1500000US271494803003,Block Group 3; Census Tract 4803; Stevens County; Minnesota,296,83,2,3,0,10,0,10,30,38,53,57,0,10,21,27,17,23,11,13,9,14,10,11,71,49,29,24,0,10,1,5,42,40
1500000US271494803004,Block Group 4; Census Tract 4803; Stevens County; Minnesota,375,65,12,10,0,10,18,18,8,7,6,6,9,10,4,6,7,7,30,21,41,24,52,22,59,23,60,37,34,22,19,11,16,11
1500000US271519601001,Block Group 1; Census Tract 9601; Swift County; Minnesota,241,33,6,4,2,2,11,10,5,4,5,4,4,3,12,11,5,6,10,6,16,11,15,7,53,19,48,19,17,10,16,6,16,11
1500000US271519601002,Block Group 2; Census Tract 9601; Swift County; Minnesota,430,69,16,10,3,3,67,39,1,2,4,4,25,14,14,7,13,7,32,32,40,19,34,21,53,25,39,14,23,8,36,15,30,13
1500000US271519601003,Block Group 3; Census Tract 9601; Swift County; Minnesota,352,63,11,7,5,4,57,48,11,14,4,5,1,2,16,8,4,4,18,11,28,12,22,10,56,26,35,16,25,14,42,30,17,11
1500000US271519602001,Block Group 1; Census Tract 9602; Swift County; Minnesota,440,96,18,19,23,27,33,28,30,33,52,58,11,17,67,66,57,41,8,15,47,41,0,10,9,12,22,24,45,34,13,22,5,9
1500000US271519602002,Block Group 2; Census Tract 9602; Swift County; Minnesota,271,74,2,3,11,18,23,19,0,10,0,10,11,17,11,19,11,20,7,13,11,17,16,20,18,17,50,38,39,37,36,33,25,21
1500000US271519602003,Block Group 3; Census Tract 9602; Swift County; Minnesota,513,101,41,32,58,38,8,14,5,11,0,10,84,56,0,10,81,60,0,10,77,76,46,41,36,34,11,17,14,17,35,41,17,19
1500000US271519602004,Block Group 4; Census Tract 9602; Swift County; Minnesota,317,73,6,11,0,10,0,10,8,11,8,13,0,10,0,10,0,10,68,52,74,58,29,36,31,28,16,18,35,44,26,29,16,19
1500000US271519603001,Block Group 1; Census Tract 9603; Swift County; Minnesota,422,42,5,3,5,4,2,3,9,5,12,12,10,8,12,5,11,8,16,11,36,16,30,10,62,17,50,20,43,13,60,17,59,20
1500000US271519603002,Block Group 2; Census Tract 9603; Swift County; Minnesota,190,24,6,5,4,4,1,3,4,5,8,6,4,4,5,7,3,3,2,3,18,12,19,8,41,16,20,7,29,12,18,7,8,7
1500000US271519604001,Block Group 1; Census Tract 9604; Swift County; Minnesota,322,50,11,9,44,31,28,24,15,14,25,19,5,7,22,13,7,7,5,5,15,14,31,11,41,14,13,14,14,12,26,14,20,11
1500000US271519604002,Block Group 2; Census Tract 9604; Swift County; Minnesota,335,55,8,6,13,11,21,14,19,14,9,10,6,7,28,30,13,10,14,11,29,15,43,17,45,21,24,15,23,14,13,9,27,22
1500000US271519604003,Block Group 3; Census Tract 9604; Swift County; Minnesota,288,51,17,19,23,13,7,6,4,5,28,22,9,9,7,6,13,10,18,16,13,9,41,29,52,27,20,12,27,17,3,4,6,7
1500000US271537901001,Block Group 1; Census Tract 7901; Todd County; Minnesota,453,71,17,21,10,12,71,50,6,7,32,18,11,9,1,2,15,12,18,15,34,15,31,18,44,18,57,23,22,12,52,23,32,26
1500000US271537901002,Block Group 2; Census Tract 7901; Todd County; Minnesota,500,108,18,16,2,3,21,21,27,20,25,24,0,10,21,34,58,51,0,10,33,26,47,29,166,79,32,21,15,15,23,20,12,15
1500000US271537901003,Block Group 3; Census Tract 7901; Todd County; Minnesota,453,81,17,16,23,22,65,46,81,55,21,21,0,10,12,19,3,5,49,30,44,31,27,22,49,38,30,20,0,10,20,23,12,16
1500000US271537902001,Block Group 1; Census Tract 7902; Todd County; Minnesota,359,51,4,4,5,4,25,24,23,14,11,7,11,7,8,5,26,14,11,9,35,14,35,20,66,24,28,12,13,7,24,10,34,20
1500000US271537902002,Block Group 2; Census Tract 7902; Todd County; Minnesota,347,44,22,10,20,13,20,13,2,3,12,14,8,8,15,12,23,17,8,6,43,23,61,26,57,20,38,18,11,6,5,4,2,3
1500000US271537902003,Block Group 3; Census Tract 7902; Todd County; Minnesota,267,39,4,4,4,6,14,12,6,4,12,12,11,10,14,8,8,7,11,8,23,10,26,11,64,27,26,15,18,8,20,13,6,5
1500000US271537903001,Block Group 1; Census Tract 7903; Todd County; Minnesota,440,53,30,12,14,10,29,17,13,6,22,15,24,16,19,14,37,25,33,19,23,13,57,28,65,24,42,20,18,15,6,4,8,6
1500000US271537903002,Block Group 2; Census Tract 7903; Todd County; Minnesota,388,58,9,12,9,6,39,16,15,8,27,22,21,15,10,7,8,10,34,33,53,24,17,9,60,21,35,16,24,16,19,15,8,5
1500000US271537903003,Block Group 3; Census Tract 7903; Todd County; Minnesota,353,50,7,6,13,10,22,11,14,10,13,11,3,3,29,28,14,10,8,6,28,17,10,9,61,21,45,14,34,15,22,12,30,23
1500000US271537904001,Block Group 1; Census Tract 7904; Todd County; Minnesota,280,43,10,7,5,5,3,5,10,6,3,3,16,11,14,10,27,20,16,9,26,17,31,16,32,14,30,17,15,8,33,15,9,8
1500000US271537904002,Block Group 2; Census Tract 7904; Todd County; Minnesota,518,96,15,7,14,7,78,51,15,7,10,6,24,17,36,38,15,12,46,29,33,19,79,50,74,31,32,16,19,9,15,8,13,7
1500000US271537904003,Block Group 3; Census Tract 7904; Todd County; Minnesota,284,46,2,3,10,7,4,3,3,6,7,4,9,5,17,10,22,12,2,4,36,22,21,14,47,24,50,22,19,14,20,12,15,11
1500000US271537904004,Block Group 4; Census Tract 7904; Todd County; Minnesota,442,62,8,5,38,24,14,8,16,8,10,10,13,8,13,11,20,13,32,15,61,29,29,15,58,21,30,10,42,19,24,15,34,18
1500000US271537905001,Block Group 1; Census Tract 7905; Todd County; Minnesota,303,47,0,10,9,6,4,4,0,10,14,13,2,4,9,10,13,8,30,26,43,21,27,13,41,20,44,22,24,10,22,16,21,13
1500000US271537905002,Block Group 2; Census Tract 7905; Todd County; Minnesota,396,47,4,5,4,4,21,16,21,11,7,6,17,8,21,20,19,15,12,7,14,12,34,14,69,29,46,20,17,10,47,22,43,18
1500000US271537905003,Block Group 3; Census Tract 7905; Todd County; Minnesota,345,41,14,12,0,10,0,10,9,8,5,6,25,17,18,9,16,13,15,8,17,11,54,26,47,18,65,22,11,8,32,16,17,9
1500000US271537906001,Block Group 1; Census Tract 7906; Todd County; Minnesota,396,91,2,5,0,10,11,16,19,20,0,10,2,4,5,6,40,42,41,53,57,61,54,33,112,50,17,15,2,4,27,27,7,7
1500000US271537906002,Block Group 2; Census Tract 7906; Todd County; Minnesota,770,150,38,46,29,31,10,15,67,45,14,22,44,42,68,66,43,47,13,17,68,59,35,27,223,107,51,51,45,45,20,22,2,3
1500000US271537906003,Block Group 3; Census Tract 7906; Todd County; Minnesota,492,111,0,10,0,10,13,19,0,10,3,4,14,15,24,26,62,90,18,19,96,73,61,51,113,67,43,36,45,31,0,10,0,10
1500000US271537907001,Block Group 1; Census Tract 7907; Todd County; Minnesota,426,58,9,12,20,21,2,3,3,4,17,15,7,5,24,23,11,12,22,24,34,19,56,26,83,26,63,25,25,12,22,11,28,19
1500000US271537907002,Block Group 2; Census Tract 7907; Todd County; Minnesota,300,40,0,10,9,8,10,9,17,18,8,6,25,17,4,4,3,4,12,8,13,10,33,17,47,16,38,14,27,11,24,11,30,18
1500000US271537907003,Block Group 3; Census Tract 7907; Todd County; Minnesota,428,60,7,8,13,10,35,38,12,7,34,23,2,4,9,6,6,6,12,12,23,15,27,16,70,21,62,32,35,14,39,16,42,15
1500000US271537907004,Block Group 4; Census Tract 7907; Todd County; Minnesota,444,53,37,25,16,14,15,14,11,10,30,18,12,7,36,21,15,6,13,6,48,22,29,17,34,11,32,11,24,14,34,15,58,22
1500000US271537908001,Block Group 1; Census Tract 7908; Todd County; Minnesota,407,43,4,4,7,6,9,9,3,4,10,8,5,4,7,10,23,12,18,12,31,13,40,16,74,30,54,19,40,21,28,12,54,17
1500000US271537908002,Block Group 2; Census Tract 7908; Todd County; Minnesota,418,59,14,13,29,14,14,11,16,14,10,7,4,5,15,13,5,4,11,8,20,12,57,30,63,23,66,30,20,12,38,20,36,16
1500000US271554601001,Block Group 1; Census Tract 4601; Traverse County; Minnesota,220,49,7,8,2,5,24,23,3,4,14,13,2,3,7,11,6,7,3,5,7,6,18,12,28,10,35,16,6,7,27,13,31,26
1500000US271554601002,Block Group 2; Census Tract 4601; Traverse County; Minnesota,304,52,27,17,4,5,20,12,9,8,27,20,3,4,25,19,9,7,0,10,37,18,20,14,48,24,42,17,10,8,14,9,9,7
1500000US271554601003,Block Group 3; Census Tract 4601; Traverse County; Minnesota,353,55,15,11,39,32,61,43,39,26,12,9,15,12,3,4,13,11,18,11,26,17,27,14,32,18,9,8,17,11,21,11,6,5
1500000US271554602001,Block Group 1; Census Tract 4602; Traverse County; Minnesota,271,36,4,4,0,10,2,3,6,5,2,3,6,5,0,10,11,13,17,14,12,7,31,15,50,18,34,15,27,15,25,11,44,20
1500000US271554602002,Block Group 2; Census Tract 4602; Traverse County; Minnesota,163,42,2,3,17,15,3,3,15,15,13,17,6,6,0,10,0,10,25,14,21,17,26,28,6,8,2,4,4,5,9,6,14,16
1500000US271574901001,Block Group 1; Census Tract 4901; Wabasha County; Minnesota,582,86,11,17,35,37,20,22,12,14,10,12,14,17,4,7,13,14,0,10,98,55,90,57,75,41,61,40,50,28,29,37,60,42
1500000US271574901002,Block Group 2; Census Tract 4901; Wabasha County; Minnesota,454,107,31,40,38,26,11,11,16,16,48,41,0,10,11,12,11,12,14,17,62,53,22,19,46,24,69,63,31,30,19,17,25,17
1500000US271574901003,Block Group 3; Census Tract 4901; Wabasha County; Minnesota,270,57,4,7,11,10,20,25,7,9,0,10,19,17,4,7,24,24,6,9,47,47,15,14,6,9,44,31,0,10,32,28,31,28
1500000US271574902001,Block Group 1; Census Tract 4902; Wabasha County; Minnesota,224,40,17,15,6,6,3,5,15,12,16,16,6,5,8,7,4,4,4,3,14,7,32,18,19,9,21,9,32,18,16,9,11,8
1500000US271574902002,Block Group 2; Census Tract 4902; Wabasha County; Minnesota,811,68,29,18,36,21,24,22,4,5,13,11,19,11,25,15,16,8,62,28,69,26,76,25,109,27,121,29,65,25,85,31,58,19
1500000US271574902003,Block Group 3; Census Tract 4902; Wabasha County; Minnesota,375,40,8,7,5,4,12,12,5,4,12,9,8,6,13,9,8,5,8,6,21,10,24,10,69,19,52,18,39,16,40,18,51,16
1500000US271574903001,Block Group 1; Census Tract 4903; Wabasha County; Minnesota,352,75,19,29,9,14,0,10,0,10,14,24,8,12,20,24,10,17,9,14,50,29,54,35,78,45,0,10,7,11,50,36,24,26
1500000US271574903002,Block Group 2; Census Tract 4903; Wabasha County; Minnesota,576,100,20,23,7,10,37,37,45,42,12,21,16,20,22,22,16,18,49,47,34,26,75,72,97,76,26,23,53,43,21,25,46,33
1500000US271574903003,Block Group 3; Census Tract 4903; Wabasha County; Minnesota,452,89,7,14,64,58,1,4,0,10,6,10,25,28,9,14,31,38,45,37,50,45,20,22,68,36,21,20,28,27,49,34,28,28
1500000US271574903004,Block Group 4; Census Tract 4903; Wabasha County; Minnesota,513,110,11,16,0,10,0,10,7,11,17,19,26,23,15,17,61,57,8,12,33,23,25,22,32,22,139,60,20,23,79,52,40,42
1500000US271574904001,Block Group 1; Census Tract 4904; Wabasha County; Minnesota,491,58,24,14,3,3,6,5,13,9,38,29,8,6,6,6,4,4,18,18,25,17,57,18,72,30,80,25,56,21,33,13,48,22
